id,name,weight,measure,k
21297,"PIZZA HUT 14"" Pepperoni Pizza, Pan Crust",113,1.0 slice,24.3
6243,"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",252,1.0 serving 1 cup,24.2
9133,"Grapes, canned, thompson seedless, water pack, solids and liquids",245,1.0 cup,24
6443,"Soup, cream of mushroom, canned, prepared with equal volume water",248,1.0 serving 1 cup,23.8
9163,"Blueberries, dried, sweetened",40,0.25 cup,23.8
21461,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",268,1.0 sandwich,23.3
3059,"Babyfood, dinner, vegetables and bacon, strained",256,1.0 cup,23.3
36630,"Restaurant, Italian, spaghetti with meat sauce",554,1.0 serving,23.3
4011,"Salad dressing, KRAFT Mayo Light Mayonnaise",15,1.0 tbsp,23.3
9094,"Figs, dried, uncooked",149,1.0 cup,23.2
11955,"Tomatoes, sun-dried",54,1.0 cup,23.2
21462,"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",271,1.0 sandwich,22.8
36631,"OLIVE GARDEN, spaghetti with meat sauce",525,1.0 serving,22.6
4025,"Salad dressing, mayonnaise, regular",13.8,1.0 tbsp,22.5
9132,"Grapes, red or green (European type, such as Thompson seedless), raw",151,1.0 cup,22
21240,"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",236,1.0 item,21.9
11327,"Peas and onions, frozen, cooked, boiled, drained, without salt",180,1.0 cup,21.8
11818,"Peas and onions, frozen, cooked, boiled, drained, with salt",180,1.0 cup,21.8
21518,"Fast foods, grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",123,1.0 item,21.8
6010,"Soup, cream of celery, canned, condensed",126,0.5 cup,21.7
36048,"CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce",489,1.0 serving,21.5
18944,"Pie, Dutch Apple, Commercially Prepared",131,"0.125 pie 1 pie (1/8 of 9"" pie)",21.5
11762,"Cauliflower, frozen, cooked, boiled, drained, with salt",180,"1.0 cup (1"" pieces)",21.4
11138,"Cauliflower, frozen, cooked, boiled, drained, without salt",180,"1.0 cup (1"" pieces)",21.4
21243,"WENDY'S, CLASSIC DOUBLE, with cheese",310,1.0 item,21.4
11894,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",91,0.5 cup,21.4
11584,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",91,0.5 cup,21.4
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",254,8.0 fl oz,21.3
3298,"Babyfood, dinner, broccoli and chicken, junior",29,1.0 tbsp,21.3
1264,"Ice cream bar, stick or nugget, with crunch coating",95,26.0 pieces,21.2
11703,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",168,1.0 cup,21.2
11010,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",168,1.0 cup,21.2
4703,"Salad dressing, honey mustard, regular",30,2.0 tbsp,21
22910,"Lasagna, cheese, frozen, prepared",225,1.0 cup 1 serving,20.5
11812,"Peas, green, canned, no salt added, solids and liquids",124,0.5 cup,20.5
36046,"Restaurant, Italian, spaghetti with pomodoro sauce (no meat)",510,1.0 serving,20.4
4639,"Salad dressing, ranch dressing, regular",15,1.0 tablespoon,20.1
36047,"OLIVE GARDEN, spaghetti with pomodoro sauce",478,1.0 serving,20.1
21245,"WENDY'S, Ultimate Chicken Grill Sandwich",225,1.0 item,20
1250,"Nutritional supplement for people with diabetes, liquid",227,1.0 can,20
43528,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",252,1.0 cup,19.9
11131,"Carrots, frozen, cooked, boiled, drained, without salt",146,"1.0 cup, sliced",19.9
11760,"Carrots, frozen, cooked, boiled, drained, with salt",146,1.0 cup slices,19.9
36418,"Restaurant, Mexican, refried beans",148,1.0 cup,19.7
21239,"WENDY'S, CLASSIC SINGLE Hamburger, no cheese",218,1.0 item,19.6
11050,"Beans, shellie, canned, solids and liquids",245,1.0 cup,19.6
25021,"Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE",48,1.0 bar,19.6
32015,"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",127,1.0 serving 4.5 oz,19.6
15155,"Mollusks, abalone, mixed species, raw",85,3.0 oz,19.6
4120,"Salad dressing, french dressing, commercial, regular",16,1.0 tbsp,19.4
21153,"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",413,12.0 inch sub,19.4
22953,"Egg rolls, pork, refrigerated, heated",85,1.0 roll,19.2
11313,"Peas, green, frozen, cooked, boiled, drained, without salt",80,0.5 cup,19.2
11814,"Peas, green, frozen, cooked, boiled, drained, with salt",80,0.5 cup,19.2
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",295,1.0 bottle,19.2
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",295,1.0 bottle,19.2
22954,"Egg rolls, chicken, refrigerated, heated",80,1.0 roll,19
21294,"PIZZA HUT 14"" Cheese Pizza, Pan Crust",112,1.0 slice,19
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",296,1.0 serving,18.9
11007,"Artichokes, (globe or french), raw",128,"1.0 artichoke, medium",18.9
11286,"Onions, yellow, sauteed",87,1.0 cup chopped,18.8
11967,"Cauliflower, green, cooked, no salt added",90,0.2 head,18.7
16080,"Mung beans, mature seeds, raw",207,1.0 cup,18.6
6067,"Soup, chunky vegetable, canned, ready-to-serve",230,1.0 cup,18.6
21275,"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",96,1.0 slice,18.5
11439,"Sauerkraut, canned, solids and liquids",142,1.0 cup,18.5
6931,"Sauce, pasta, spaghetti/marinara, ready-to-serve",132,1.0 serving 1/2 cup,18.3
4141,"Salad dressing, french dressing, commercial, regular, without salt",15,1.0 tablespoon,18.2
11813,"Peas, green, canned, no salt added, drained solids",85,0.5 cup,18.2
32010,"Pasta mix, Italian lasagna, unprepared",141,1.0 package,18.2
11527,"Tomatoes, green, raw",180,1.0 cup,18.2
36416,"Restaurant, Latino, bunuelos (fried yeast bread)",70,1.0 piece,18.1
35206,"Plums, wild (Northern Plains Indians)",161,1.0 cup,18
11380,"Potatoes, mashed, dehydrated, granules without milk, dry form",200,1.0 cup,18
16056,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",200,1.0 cup,18
6050,"Soup, pea, split with ham, canned, chunky, ready-to-serve",240,1.0 cup,18
22971,Potato salad with egg,125,0.5 cup,17.9
6976,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",128,1.0 serving 1/2 cup,17.8
11702,"Artichokes, (globe or french), cooked, boiled, drained, with salt",120,"1.0 artichoke, medium",17.8
11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",120,"1.0 artichoke, medium",17.8
36632,"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",537,1.0 serving,17.7
12635,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",137,1.0 cup,17.7
11632,"Peppers, jalapeno, canned, solids and liquids",136,"1.0 cup, chopped",17.5
9450,"Naranjilla (lulo) pulp, frozen, unsweetened",120,1.0 cup thawed,17.5
11382,"Potatoes, mashed, dehydrated, granules with milk, dry form",200,1.0 cup,17.4
11921,"Peppers, sweet, red, sauteed",106,1.0 cup chopped,17.4
9095,"Figs, dried, stewed",259,1.0 cup,17.4
11252,"Lettuce, iceberg (includes crisphead types), raw",72,1.0 cup shredded,17.4
3945,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",30.5,1.0 fl oz,17.3
6022,"Soup, chicken rice, canned, chunky, ready-to-serve",240,1.0 cup,17.3
21479,"DIGIORNO Pizza, supreme topping, rising crust, frozen, baked",227,1.0 slice 1/4 of pie,17.3
2042,"Spices, thyme, dried",1,"1.0 tsp, leaves",17.1
32026,"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",127,1.0 piece turnover 1 serving,17
11124,"Carrots, raw",128,1.0 cup chopped,16.9
42137,"Salad dressing, peppercorn dressing, commercial, regular",13.4,1.0 tbsp,16.8
11626,"Beans, mung, mature seeds, sprouted, canned, drained solids",125,1.0 cup,16.8
11979,"Peppers, jalapeno, raw",90,"1.0 cup, sliced",16.6
4643,"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",13.6,1.0 tablespoon,16.6
11135,"Cauliflower, raw",107,"1.0 cup chopped (1/2"" pieces)",16.6
4704,"Salad dressing, poppyseed, creamy",33,2.0 tbsp,16.6
9052,"Blueberries, canned, heavy syrup, solids and liquids",256,1.0 cup,16.4
11296,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",48,1.0 cup,16.4
12120,"Nuts, hazelnuts or filberts",115,"1.0 cup, chopped",16.3
9306,"Raspberries, frozen, red, sweetened",250,"1.0 cup, thawed",16.2
21383,"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",171,1.0 sandwich,16.2
12652,"Nuts, pistachio nuts, dry roasted, with salt added",123,1.0 cup,16.2
12152,"Nuts, pistachio nuts, dry roasted, without salt added",123,1.0 cup,16.2
19079,"Candies, confectioner's coating, yogurt",170,1.0 cup chips,16
21102,"Fast foods, chicken fillet sandwich, plain with pickles",187,1.0 sandwich,15.9
4135,"Salad dressing, home recipe, vinegar and oil",16,1.0 tablespoon,15.8
21477,"DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked",207,1.0 slice 1/4 of pie,15.7
12135,"Nuts, mixed nuts, dry roasted, with peanuts, without salt added",131,1.0 cup,15.7
18972,"Bread, cheese",48,1.0 slice,15.6
21272,"PIZZA HUT 12"" Cheese Pizza, Pan Crust",100,1.0 slice,15.5
11585,"Vegetable juice cocktail, low sodium, canned",254,1.0 cup,15.5
21078,"Fast foods, nachos, with cheese",80,1.0 serving,15.4
11578,"Vegetable juice cocktail, canned",253,1.0 cup,15.4
21490,"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",230,1.0 sandwich,15.4
43015,"Salad dressing, caesar dressing, regular",14.7,1.0 tbsp,15.4
11974,"Grape leaves, raw",14,1.0 cup,15.2
27049,"Sauce, tartar, ready-to-serve",30,2.0 tablespoons,15.1
36417,"Restaurant, Mexican, spanish rice",116,1.0 cup,15.1
11817,"Peas and carrots, frozen, cooked, boiled, drained, with salt",80,0.5 cup,15
6749,"Soup, beef and vegetables, canned, ready-to-serve",250,1.0 cup,15
21482,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",127,1.0 slice,15
6974,"Soup, vegetable chicken, canned, prepared with water, low sodium",241,1.0 cup,14.9
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",240,1.0 cup,14.9
21267,"TACO BELL, BURRITO SUPREME with steak",248,1.0 item,14.9
16028,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",177,1.0 cup,14.9
16333,"Beans, kidney, red, mature seeds, cooked, boiled, with salt",177,1.0 cup,14.9
4665,"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",14,1.0 tbsp,14.9
16033,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",177,1.0 cup,14.9
36413,"Restaurant, Latino, black bean soup",246,1.0 cup,14.8
21064,"Fast foods, burrito, with beans, cheese, and beef",241,1.0 burrito,14.7
6483,"Soup, cream of chicken, dry, mix, prepared with water",261,1.0 cup 8 fl oz,14.6
42153,"Salad dressing, blue or roquefort cheese dressing, light",16,1.0 tbsp,14.6
43017,"Salad dressing, green goddess, regular",15,1.0 tbsp,14.5
4612,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",14.3,1.0 tbsp,14.5
4614,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",14.3,1.0 tbsp,14.5
11224,"Hyacinth-beans, immature seeds, raw",80,1.0 cup,14.5
8571,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",55,0.75 cup (1 NLEA serving),14.4
11759,"Carrots, canned, no salt added, drained solids",146,"1.0 cup, sliced",14.3
11128,"Carrots, canned, regular pack, drained solids",146,"1.0 cup, sliced",14.3
21139,"Fast foods, potato, mashed",242,1.0 cup,14.3
9286,"Pomegranates, raw",87,0.5 cup arils (seed/juice sacs),14.3
6177,"Soup, minestrone, canned, reduced sodium, ready-to-serve",245,1.0 cup,14.2
21269,"TACO BELL, Nachos Supreme",222,1.0 serving,14.2
4693,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",14,1.0 tbsp,14.2
4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",14,1.0 tbsp,14.2
4697,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D",14,1.0 tbsp,14.2
4630,"Margarine Spread, approximately 48% fat, tub",14,1.0 tbsp,14.2
4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",14,1.0 tbsp,14.2
4695,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D",14,1.0 tbsp,14.2
4620,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",14,1.0 tbsp,14.2
36044,"ON THE BORDER, Mexican rice",114,1.0 cup,14
21476,"DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked",179,1.0 slice 1/4 of pie,14
21158,"Fast foods, submarine sandwich, meatball marinara on white bread",209,6.0 inch sub,13.8
21473,"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",164,1.0 slice 1/4 of pie,13.8
3959,"Babyfood, mashed cheddar potatoes and broccoli, toddlers",170,1.0 container,13.8
9092,"Figs, canned, heavy syrup pack, solids and liquids",259,1.0 cup,13.7
22961,"HOT POCKETS, meatballs  &  mozzarella stuffed sandwich, frozen",127,1.0 hot pocket (1 NLEA serving),13.7
9362,"Cherries, sour, canned, water pack, drained",168,1.0 cup,13.6
21303,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",118,1.0 slice,13.6
16052,"Broadbeans (fava beans), mature seeds, raw",150,1.0 cup,13.5
9131,"Grapes, american type (slip skin), raw",92,1.0 cup,13.4
21603,"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",124,1.0 slice per 1/10 pizza,13.4
9449,"Nance, frozen, unsweetened",112,"1.0 cup without pits, thawed",13.3
9304,"Raspberries, canned, red, heavy syrup pack, solids and liquids",256,1.0 cup,13.3
3054,"Babyfood, dinner, vegetables and beef, junior",256,1.0 cup,13.3
3053,"Babyfood, dinner, vegetables and beef, strained",256,1.0 cup,13.3
11383,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",210,1.0 cup,13.2
11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",135,"1.0 cup, chopped or strips",13.2
4617,"Margarine, regular, 80% fat, composite, stick, without salt",14.2,1.0 tbsp,13.2
21266,"TACO BELL, BURRITO SUPREME with chicken",248,1.0 item,13.1
3055,"Babyfood, dinner, beef with vegetables",113,1.0 jar Beech-Nut Stage 2 (4 oz),13.1
18376,"Bread crumbs, dry, grated, seasoned",28.35,1.0 oz,13
4618,"Margarine, regular, 80% fat, composite, tub, without salt",14.2,1.0 tbsp,13
4611,"Margarine, regular, 80% fat, composite, tub, with salt",14.2,1.0 tbsp,13
4696,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D",14,1.0 tbsp,13
4610,"Margarine, regular, 80% fat, composite, stick, with salt",14,1.0 tbsp,13
42256,"Margarine-like, vegetable oil spread, stick or tub, sweetened",14,1.0 tablespoon,13
4626,"Margarine-like spread with yogurt, 70% fat, stick, with salt",14,1.0 tablespoon,13
4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",14,1.0 tablespoon,13
4627,"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",14,1.0 tablespoon,13
21265,"TACO BELL, BURRITO SUPREME with beef",241,1.0 burrito,13
19182,"Desserts, mousse, chocolate, prepared-from-recipe",808,1.0 recipe yield,12.9
11965,"Cauliflower, green, raw",64,1.0 cup,12.9
22958,"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",340,1.0 bowl,12.9
43382,"Cranberry juice, unsweetened",253,1.0 cup,12.9
9247,"Peaches, dried, sulfured, stewed, without added sugar",258,1.0 cup,12.9
4539,"Salad dressing, blue or roquefort cheese dressing, commercial, regular",15,1.0 tbsp,12.9
4692,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",14,1.0 tbsp,12.8
43365,"Tomato and vegetable juice, low sodium",242,1.0 cup,12.8
18963,"Garlic bread, frozen",43,1.0 slice presliced,12.7
22960,"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",198,1.0 cup,12.7
3948,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA",30.5,1.0 fl oz,12.6
21474,"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",183,1.0 slice 1/4 of pie,12.6
25030,"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",28.35,1.0 oz,12.6
11371,"Potatoes, mashed, home-prepared, whole milk and margarine added",210,1.0 cup,12.6
11945,"Pickle relish, sweet",15,1.0 tbsp,12.6
14654,"Beverages, nutritional shake mix, high protein, powder",10,1.0 tbsp,12.5
16275,"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",85,3.0 oz,12.5
6190,"Soup, bean  &  ham, canned, reduced sodium, prepared with water or ready-to-serve",245,1.0 cup,12.5
43273,"Cheese, cottage, with vegetables",113,4.0 oz,12.4
11165,"Coriander (cilantro) leaves, raw",4,0.25 cup,12.4
11977,"Peppers, serrano, raw",105,"1.0 cup, chopped",12.4
9084,"Currants, red and white, raw",112,1.0 cup,12.3
3085,"Babyfood, dinner, vegetables and turkey, junior",256,1.0 cup,12.3
19086,"Candies, confectioner's coating, peanut butter",168,1.0 cup chips,12.3
4585,"Margarine-like, margarine-butter blend, soybean oil and butter",14.1,1.0 tbsp,12.2
22905,"Beef stew, canned entree",196,1.0 cup (1 serving),12.2
2034,"Spices, poultry seasoning",1.5,1.0 tsp,12.1
11758,"Carrots, canned, no salt added, solids and liquids",123,0.5 cup slices,12.1
11126,"Carrots, canned, regular pack, solids and liquids",123,0.5 cup slices,12.1
18335,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",154,1.0 pie crust (average weight of 1 baked crust),12
2003,"Spices, basil, dried",0.7,"1.0 tsp, leaves",12
2038,"Spices, sage, ground",0.7,1.0 tsp,12
21080,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",222,1.0 serving,12
16040,"Beans, pink, mature seeds, raw",210,1.0 cup,12
16074,"Lima beans, thin seeded (baby), mature seeds, raw",202,1.0 cup,11.9
4634,"Margarine-like, vegetable oil spread, 20% fat, without salt",12.8,1.0 tbsp,11.9
11976,"Pepper, banana, raw",124,1.0 cup,11.8
11529,"Tomatoes, red, ripe, raw, year round average",149,1.0 cup cherry tomatoes,11.8
21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",143,1.0 serving 5 servings per 24.2 oz package,11.7
9379,"Plums, canned, heavy syrup, drained",183,"1.0 cup, with pits, yields",11.7
32024,"Rice mix, cheese flavor, dry mix, unprepared",57,0.25 cup dry rice mix,11.7
